CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,numBenzene,numCarbon,numHydrogen,numOxygen,numNitrogen,numSulfur,numFluorine,numChlorine,numBromine,numIodine,numSilicon
613-33-2,4.4'-Dimethylbiphenyl,,,,,1.43,0.98,0,7.159,11.06,,,,,,,,,,,
143-15-7,1-Bromododecane,,,,,0.33,0.4,0,7.16,11.06,,,,,,,,,,,
20307-83-9,b-Sesquiphellandrene,,,,,0.7,0.36,0,7.161,11.06,,,,,,,,,,,
39029-41-9,?-Cadinene,,,,,0.81,0.31,0,7.162,11.06,,,,,,,,,,,
940-71-6,Hexachlorocyclotriphosphazene,,,,,0.85,1.18,0,7.164,11.06,,,,,,,,,,,
117-18-0,2.3.5.6-Tetrachloronitrobenzene,,,,,1.47,1.43,0,7.165,11.06,,,,,,,,,,,
53585-13-0,E-?-Bisabolene,,,,,0.67,0.35,0,7.166,11.06,,,,,,,,,,,
16605-91-7,PCB 5,,,,,1.63,1.2,0,7.168,11.06,,,,,,,,,,,
4478-93-7,Sulforaphane,,,,,1.13,1.96,0,7.17,11.06,,,,,,,,,,,
50277-34-4,?-Calacorene,,,,,0.93,0.64,0,7.174,11.06,,,,,,,,,,,
93-08-3,2-Acetonaphthone,,,,,1.5,1.4,0,7.178,11.06,,,,,,,,,,,
20690-61-3,Undecyl acrylate,,,,,0.14,0.62,0,7.185,11.06,,,,,,,,,,,
15423-57-1,Germacrene B,,,,,0.76,0.45,0,7.189,11.06,,,,,,,,,,,
2131-42-2,1.4.6-Trimethylnaphthalene,,,,,1.44,1.16,0,7.191,11.06,,,,,,,,,,,
1134-62-9,2-Butylnaphthalene,,,,,1.3,0.74,0,7.195,11.06,,,,,,,,,,,
103-29-7,1.2-Diphenylethane,,,,,1.22,0.93,0,7.196,11.06,,,,,,,,,,,
34883-43-7,PCB 8,,,,,1.62,1.2,0,7.197,11.06,,,,,,,,,,,
1918-16-7,Propachlor,,,,,1.02,0.91,0,7.2,11.06,,,,,,,,,,,
629-62-9,n-Pentadecane,,,,,0,0,0,7.209,11.06,,,,,,,,,,,
7005-72-3,4-Chlorodiphenylether,,,,,1.35,1.17,0,7.21,11.06,,,,,,,,,,,
1081-77-2,n-Nonylbenzene,,,,,0.58,0.48,0,7.212,11.06,,,,,,,,,,,
84-66-2,Diethyl phthalate,,,,,0.73,1.26,0,7.214,11.06,,,,,,,,,,,
112-66-3,Dodecyl acetate,,,,,0.04,0.6,0,7.219,11.06,,,,,,,,,,,
581-89-5,2-Nitronaphthalene,,,,,1.6,1.5,0,7.22,11.06,,,,,,,,,,,
483-76-1,?-Cadinene,,,,,0.82,0.29,0,7.22,11.06,,,,,,,,,,,
712-50-5,Cyclohexylphenylketone,,,,,1,1.28,0,7.221,11.06,,,,,,,,,,,
830-13-7,Cyclododecanone,,,,,0.59,0.86,0,7.222,11.06,,,,,,,,,,,
6789-88-4,Hexyl benzoate,,,,,0.66,0.79,0,7.23,11.06,,,,,,,,,,,
822-13-9,1-Chlorotridecane,,,,,0.18,0.4,0,7.236,11.06,,,,,,,,,,,
118-96-7,2.4.6-Trinitrotoluene,,,,,1.43,1.84,0,7.244,11.06,,,,,,,,,,,
119-60-8,Dicyclohexylketone,,,,,0.64,1.28,0,7.244,11.06,,,,,,,,,,,
101-82-6,2-Benzylpyridine,,,,,1.22,0.81,0,7.25,11.06,,,,,,,,,,,
5291-77-0,N-Benzyl-2-pyrrolidinone,,,,,1.18,1.78,0,7.253,11.06,,,,,,,,,,,
119-61-9,Benzophenone,,,,,1.37,1.34,0,7.254,11.06,,,,,,,,,,,
106-79-6,Dimethyl sebacate,,,,,0.13,1.27,0,7.257,11.06,,,,,,,,,,,
124-25-4,Tetradecanal,,,,,0.1,0.65,0,7.265,11.06,,,,,,,,,,,
1213123-37-5,7-epi-a-Selinene,,,,,0.82,0.26,0,7.266,11.06,,,,,,,,,,,
1731-88-0,Methyl tridecanoate,,,,,0.04,0.64,0,7.271,11.06,,,,,,,,,,,
25532-79-0,E-?-Bisabolene,,,,,0.67,0.35,0,7.273,11.06,,,,,,,,,,,
55471-28-8,16-Crown-5,,,,,0.41,1.17,0,7.276,11.06,,,,,,,,,,,
947-92-2,N-Nitrosodicyclohexylamine,,,,,0.5,1.28,0,7.281,11.06,,,,,,,,,,,
38444-73-4,PCB 19,,,,,1.72,1.35,0,7.284,11.06,,,,,,,,,,,
34883-41-5,PCB 14,,,,,1.65,1.18,0,7.285,11.06,,,,,,,,,,,
35693-92-6,PCB 30,,,,,1.74,1.35,0,7.286,11.06,,,,,,,,,,,
61-28-9,1-ethyl-1.3-dihydro-2H-indol-2-one,,,,,1.21,2.27,0,7.294,11.06,,,,,,,,,,,
82468-90-4,a-Cadinene,,,,,0.81,0.29,0,7.307,11.06,,,,,,,,,,,
319-84-6,alpha-Hexachlorocyclohexane,,,,,1.45,0.73,0,7.317,11.06,,,,,,,,,,,
613-31-0,9.10-Dihydroanthracene,,,,,1.6,1.18,0,7.32,11.06,,,,,,,,,,,
776-35-2,9.10-Dihydrophenanthrene,,,,,1.55,1.05,0,7.32,11.06,,,,,,,,,,,
2717-42-2,1.2.4-Trimethylnaphthalene,,,,,1.5,1.19,0,7.322,11.06,,,,,,,,,,,
112-55-0,Dodecylthiol,,,,,0.32,0.4,0,7.33,11.06,,,,,,,,,,,
4282-44-4,1-Iodoundecane,,,,,0.59,0.4,0,7.331,11.06,,,,,,,,,,,
103-50-4,Dibenzyl ether,,,,,1.21,1.15,0,7.334,11.06,,,,,,,,,,,
17057-91-9,2.4.5-Trimethylnaphthalene,,,,,1.44,1.14,0,7.344,11.06,,,,,,,,,,,
29837-12-5,Z-Cadina-1(2).4-diene,,,,,0.82,0.25,0,7.358,11.06,,,,,,,,,,,
86-81-7,3.4.5-Trimethoxybenzaldehyde,,,,,1.12,1.83,0,7.36,11.06,,,,,,,,,,,
1674-37-9,Octanophenone,,,,,0.77,0.95,0,7.36,11.06,,,,,,,,,,,
7116-95-2,4-Isopropylbiphenyl,,,,,1.33,0.93,0,7.362,11.06,,,,,,,,,,,
295-17-0,Cyclotetradecane,,,,,0.64,0.1,0,7.363,11.06,,,,,,,,,,,
2702-58-1,Methyl 3.5-dinitrobenzoate,,,,,1.26,1.82,0,7.373,11.06,,,,,,,,,,,
80-54-6,Lilial,,,,,0.77,1.03,0,7.38,11.06,,,,,,,,,,,
139-45-7,Glycerol tripropanoate,,,,,0.06,1.25,0,7.382,11.06,,,,,,,,,,,
877-11-2,Pentachlorotoluene,,,,,1.39,1,0,7.391,11.06,,,,,,,,,,,
5221-53-4,Dimethirimol,,,,,1.04,0.84,0,7.395,11.06,,,,,,,,,,,
127-51-5,alpha-Isomethyl ionone,,,,,0.57,0.97,0,7.409,11.06,,,,,,,,,,,
621-77-2,Tripentylamine,,,,,0.03,0.15,0,7.415,11.06,,,,,,,,,,,
6813-21-4,Selina-3.7(11)-diene,,,,,0.82,0.25,0,7.416,11.06,,,,,,,,,,,
72-80-0,2-Methyl-5.7-dichloro-8-hydroxyquinoline,,,,,1.56,1.1,0,7.42,11.06,,,,,,,,,,,
624-17-9,Diethyl azelate,,,,,0.06,1.1,0,7.42,11.06,,,,,,,,,,,
1430-97-3,2-Methylfluorene,,,,,1.59,1.03,0,7.426,11.06,,,,,,,,,,,
636-28-2,1.2.4.5-tetrabromobenzene,,,,,1.83,1.19,0,7.434,11.06,,,,,,,,,,,
612-00-0,1.1-Diphenylethane,,,,,1.29,1.1,0,7.436,11.06,,,,,,,,,,,
2176-98-9,Tetrapropyltin,,,,,0.47,0.16,0,7.437,11.06,,,,,,,,,,,
6624-57-3,Dibutyl glutarate,,,,,0.05,1.06,0,7.438,11.06,,,,,,,,,,,
719-79-9,1.1-Diphenylbutane,,,,,1.27,1.04,0,7.44,11.06,,,,,,,,,,,
1730-37-6,1-Methylfluorene,,,,,1.59,1.06,0,7.443,11.06,,,,,,,,,,,
2131-41-1,1.4.5-Trimethylnaphthalene,,,,,1.47,1.17,0,7.464,11.06,,,,,,,,,,,
58-89-9,gamma-Hexachlorocyclohexane,,,,,1.45,0.91,0,7.467,11.06,,,,,,,,,,,
2050-67-1,PCB 11,,,,,1.66,1.18,0,7.477,11.06,,,,,,,,,,,
26545-51-7,N.N-Diethyl-2-methylbenzamide,,,,,0.96,1.4,0,7.48,11.06,,,,,,,,,,,
134-62-3,N.N-Diethyl-3-methylbenzamide,,,,,0.96,1.4,0,7.48,11.06,,,,,,,,,,,
2728-05-4,N.N-Diethyl-4-methylbenzamide,,,,,0.96,1.4,0,7.48,11.06,,,,,,,,,,,
37680-65-2,PCB 18,,,,,1.75,1.35,0,7.48,11.06,,,,,,,,,,,
55702-45-9,PCB 24,,,,,1.75,1.35,0,7.487,11.06,,,,,,,,,,,
4023-53-4,Tri(2-cyanoethyl)phosphine,,,,,0.9,1.66,0,7.488,11.06,,,,,,,,,,,
6796-33-4,1.4-Dipentylbenzene,,,,,0.59,0.47,0,7.49,11.06,,,,,,,,,,,
319-85-7,beta-Hexachlorocyclohexane,,,,,1.45,0.88,0,7.493,11.06,,,,,,,,,,,
629-73-2,Hexadec-1-ene,,,,,0.08,0.08,0,7.5,11.06,,,,,,,,,,,
234-41-3,Naphtho[1.2-b]thiophene,,,,,2.03,1.22,0,7.507,11.06,,,,,,,,,,,
65611-32-7,Nonyl trichloroacetate,,,,,0.26,0.72,0,7.518,11.06,,,,,,,,,,,
139-66-2,Diphenyl sulfide,,,,,1.63,1.2,0,7.52,11.06,,,,,,,,,,,
37680-66-3,PCB 17,,,,,1.74,1.35,0,7.521,11.06,,,,,,,,,,,
126-73-8,Tri-n-butyl phosphate,,,,,-0.09,0.62,0,7.522,11.06,,,,,,,,,,,
103-30-0,trans-Stilbene,,,,,1.45,1.04,0,7.525,11.06,,,,,,,,,,,
2974-90-5,PCB 13,,,,,1.65,1.18,0,7.528,11.06,,,,,,,,,,,
2974-92-7,PCB 12,,,,,1.65,1.18,0,7.531,11.06,,,,,,,,,,,
93-99-2,Phenyl benzoate,,,,,1.33,1.42,0,7.537,11.06,,,,,,,,,,,
86-34-0,Phensuximide,,,,,1.36,1.8,0,7.55,11.06,,,,,,,,,,,
1825-21-4,Pentachloroanisole,,,,,1.42,1.07,0,7.566,11.06,,,,,,,,,,,
486-25-9,9-Fluorenone,,,,,1.75,1.51,0,7.568,11.06,,,,,,,,,,,
120-12-7,Anthracene,,,,,2.29,1.34,0,7.568,11.06,,,,,,,,,,,
634-89-9,1.2.3.5-Tetrabromobenzene,,,,,1.83,1.24,0,7.57,11.06,,,,,,,,,,,
635-89-2,1.2-Di-n-pentylbenzene,,,,,0.63,0.51,0,7.572,11.06,,,,,,,,,,,
93005-16-4,2-Pentylquinoline,,,,,1.29,0.84,0,7.58,11.06,,,,,,,,,,,
2050-68-2,PCB 15,,,,,1.64,1.18,0,7.58,11.06,,,,,,,,,,,
4230-93-7,3.4-Dimethoxy-b-nitrostyrene,,,,,1.17,1.72,0,7.582,11.06,,,,,,,,,,,
132-65-0,Dibenzothiophene,,,,,1.96,1.2,0,7.588,11.06,,,,,,,,,,,
5406-58-6,Herbane,,,,,0.9,1.46,0,7.59,11.06,,,,,,,,,,,
122760-85-4,4-Methyl-8-methylene-2-adamantyl acetate,,,,,0.97,1.06,0,7.602,11.06,,,,,,,,,,,
38444-76-7,PCB 27,,,,,1.76,1.35,0,7.608,11.06,,,,,,,,,,,
134-81-6,Benzil,,,,,1.45,1.59,0,7.611,11.06,,,,,,,,,,,
319-86-8,delta-Hexachlorocyclohexane,,,,,1.45,0.94,0,7.626,11.06,,,,,,,,,,,
28267-29-0,Ethyl tridecanoate,,,,,0,0.58,0,7.626,11.06,,,,,,,,,,,
85-01-8,Phenanthrene,,,,,2.06,1.29,0,7.632,11.06,,,,,,,,,,,
16493-35-9,Undecyl methacrylate,,,,,0.13,0.49,0,7.633,11.06,,,,,,,,,,,
233-02-3,Naphtho[2.1-b]thiophene,,,,,2.03,1.22,0,7.635,11.06,,,,,,,,,,,
1484-12-4,9-Methylcarbazole,,,,,1.53,1.63,0,7.636,11.06,,,,,,,,,,,
2345-28-0,Pentadecan-2-one,,,,,0.1,0.68,0,7.638,11.06,,,,,,,,,,,
260-94-6,Acridine,,,,,2.36,1.32,0,7.644,11.06,,,,,,,,,,,
4674-50-4,Nootkatone,,,,,0.77,0.84,0,7.646,11.06,,,,,,,,,,,
38444-78-9,PCB 16,,,,,1.75,1.35,0,7.647,11.06,,,,,,,,,,,
3681-78-5,Propyl dodecanoate,,,,,0,0.56,0,7.648,11.06,,,,,,,,,,,
55720-44-0,PCB 23,,,,,1.78,1.33,0,7.66,11.06,,,,,,,,,,,
765-09-3,1-Bromotridecane,,,,,0.32,0.4,0,7.665,11.06,,,,,,,,,,,
38444-77-8,PCB 32,,,,,1.74,1.35,0,7.667,11.06,,,,,,,,,,,
101-55-3,4-Bromodiphenylether,,,,,1.5,1.25,0,7.67,11.06,,,,,,,,,,,
24851-98-7,Methyl dihydrojasmonate,,,,,0.34,1.53,0,7.67,11.06,,,,,,,,,,,
483-78-3,Cadalene,,,,,1.42,0.92,0,7.674,11.06,,,,,,,,,,,
2156-97-0,Dodecyl acrylate,,,,,0.14,0.62,0,7.675,11.06,,,,,,,,,,,
90-84-6,Amfepramone,,,,,0.96,1.07,0,7.683,11.06,,,,,,,,,,,
22311-25-7,1.2.3.4-Tetrabromobenzene,,,,,1.87,1.28,0,7.69,11.06,,,,,,,,,,,
1072-33-9,Tridecyl acetate,,,,,0.04,0.6,0,7.706,11.06,,,,,,,,,,,
104-72-3,n-Decylbenzene,,,,,0.58,0.47,0,7.708,11.06,,,,,,,,,,,
544-76-3,n-Hexadecane,,,,,0,0,0,7.714,11.06,,,,,,,,,,,
484-20-8,5-Methoxypsoralen,,,,,1.61,1.6,0,7.72,11.06,,,,,,,,,,,
15862-07-4,PCB 29,,,,,1.77,1.33,0,7.722,11.06,,,,,,,,,,,
2425-54-9,1-Chlorotetradecane,,,,,0.18,0.41,0,7.724,11.06,,,,,,,,,,,
2116-65-6,4-Benzylpyridine,,,,,1.24,1.36,0,7.73,11.06,,,,,,,,,,,
124-10-7,Methyl tetradecanoate,,,,,0.03,0.6,0,7.731,11.06,,,,,,,,,,,
7155-12-6,Heptyl benzoate,,,,,0.65,0.79,0,7.739,11.06,,,,,,,,,,,
122-40-7,Amyl cinnamal,,,,,0.99,1.06,0,7.74,11.06,,,,,,,,,,,
15421-84-8,Trapidil,,,,,1.49,1.14,0,7.75,11.06,,,,,,,,,,,
15968-05-5,PCB 54,,,,,1.84,1.48,0,7.753,11.06,,,,,,,,,,,
37680-68-5,PCB 34,,,,,1.78,1.33,0,7.758,11.06,,,,,,,,,,,
60-80-0,antipyrine,,,,,1.3,1.83,0,7.764,11.06,,,,,,,,,,,
62796-65-0,PCB 50,,,,,1.86,1.48,0,7.765,11.06,,,,,,,,,,,
84-65-1,Anthraquinone,,,,,1.41,1.45,0,7.769,11.06,,,,,,,,,,,
4567-98-0,Dimethyl undecanedioate,,,,,0.12,1.28,0,7.773,11.06,,,,,,,,,,,
268-77-9,Naphtho[2.3-b]thiophene,,,,,2.03,1.22,0,7.774,11.06,,,,,,,,,,,
629-82-3,Dioctylether,,,,,0,0.25,0,7.777,11.06,,,,,,,,,,,
298-81-7,8-methoxypsoralen,,,,,1.61,1.7,0,7.782,11.06,,,,,,,,,,,
832-10-0,Cyclotridecanone,,,,,0.62,0.86,0,7.783,11.06,,,,,,,,,,,
523-80-8,Apiole,,,,,1.14,1.55,0,7.786,11.06,,,,,,,,,,,
3698-89-3,Methyldodecylsulfide,,,,,0.32,0.43,0,7.79,11.06,,,,,,,,,,,
230-27-3,Benzo[h]quinoline,,,,,1.88,1.22,0,7.797,11.06,,,,,,,,,,,
6108-10-7,epsilon-HCH,,,,,1.45,0.93,0,7.802,11.06,,,,,,,,,,,
38444-81-4,PCB 26,,,,,1.78,1.33,0,7.81,11.06,,,,,,,,,,,
5033-22-7,1-(Phenylsulfonyl)pyrrolidine,,,,,1.31,1.68,0,7.814,11.06,,,,,,,,,,,
82-68-8,Pentachloronitrobenzene,,,,,1.61,1.46,0,7.816,11.06,,,,,,,,,,,
637-07-0,Clofibrate,,,,,0.81,1.52,0,7.818,11.06,,,,,,,,,,,
529-05-5,Chamazulene,,,,,1.34,1.07,0,7.829,11.06,,,,,,,,,,,
19715-80-1,2-(4-bromophenyl)-N.N-dimethylacetamide,,,,,1.23,1.8,0,7.834,11.06,,,,,,,,,,,
2765-11-9,Pentadecanal,,,,,0.1,0.65,0,7.838,11.06,,,,,,,,,,,
102-09-0,Diphenyl carbonate,,,,,1.28,1.53,0,7.843,11.06,,,,,,,,,,,
6008-36-2,Octylphenylketone,,,,,0.76,0.95,0,7.85,11.06,,,,,,,,,,,
55712-37-3,PCB 25,,,,,1.77,1.33,0,7.852,11.06,,,,,,,,,,,
120-51-4,Benzyl benzoate,,,,,1.26,1.35,0,7.858,11.06,,,,,,,,,,,
86-00-0,2-Nitrobiphenyl,,,,,1.63,1.51,0,7.86,11.06,,,,,,,,,,,
16606-02-3,PCB 31,,,,,1.77,1.33,0,7.862,11.06,,,,,,,,,,,
4292-19-7,1-Iodododecane,,,,,0.59,0.4,0,7.863,11.06,,,,,,,,,,,
6790-58-5,Ambroxan,,,,,0.63,0.64,0,7.874,11.06,,,,,,,,,,,
1083-56-3,1.4-Diphenylbutane,,,,,1.22,1.04,0,7.882,11.06,,,,,,,,,,,
2113-58-8,3-Nitrobiphenyl,,,,,1.66,1.48,0,7.89,11.06,,,,,,,,,,,
92-93-3,4-Nitrobiphenyl,,,,,1.66,1.49,0,7.89,11.06,,,,,,,,,,,
1897-45-6,Chlorothalonil,,,,,1.56,2.3,0,7.9,11.06,,,,,,,,,,,
110-40-7,Diethyl sebaccate,,,,,0.05,1.1,0,7.9,11.06,,,,,,,,,,,
7012-37-5,PCB 28,,,,,1.76,1.33,0,7.904,11.06,,,,,,,,,,,
55702-46-0,PCB 21,,,,,1.77,1.33,0,7.907,11.06,,,,,,,,,,,
7372-88-5,4-Methyldibenzothiophene,,,,,1.95,1.18,0,7.908,11.06,,,,,,,,,,,
13764-18-6,1.4.6.7-Tetramethylnaphthalene,,,,,1.54,1.27,0,7.925,11.06,,,,,,,,,,,
102-04-5,1.3-Diphenylpropanone,,,,,1.32,1.05,0,7.939,11.06,,,,,,,,,,,
41464-41-9,PCB 53,,,,,1.87,1.48,0,7.949,11.06,,,,,,,,,,,
117-99-7,2-Hydroxybenzophenone,,,,,1.54,1.46,0,7.95,11.06,,,,,,,,,,,
229-87-8,Benzo[c]quinoline,,,,,1.88,1.25,0,7.95,11.06,,,,,,,,,,,
2131-43-3,1.2.5.6-Tetramethylnaphthalene,,,,,1.59,1.14,0,7.957,11.06,,,,,,,,,,,
14174-08-4,Benzo-12-crown-4,,,,,1.07,1.7,0,7.957,11.06,,,,,,,,,,,
70362-45-7,PCB 45,,,,,1.87,1.48,0,7.966,11.06,,,,,,,,,,,
20928-02-3,2-Methyldibenzothiophene,,,,,1.95,1.18,0,7.971,11.06,,,,,,,,,,,
85-02-9,Benzo[f]quinoline,,,,,1.88,1.25,0,7.974,11.06,,,,,,,,,,,
38444-84-7,PCB 20,,,,,1.78,1.33,0,7.978,11.06,,,,,,,,,,,
945-51-7,Diphenyl sulfoxide,,,,,1.5,1.64,0,7.979,11.06,,,,,,,,,,,
134-85-0,4-Chlorobenzophenone,,,,,1.51,1.42,0,7.99,11.06,,,,,,,,,,,
68194-04-7,PCB 51,,,,,1.86,1.48,0,7.99,11.06,,,,,,,,,,,
833-48-7,10.11-Dihydro-5H-dibenzo[a.d]cycloheptene,,,,,1.5,1.3,0,8,11.06,,,,,,,,,,,
1883-32-5,2.2-Diphenylethanol,,,,,1.41,1.36,0,8,11.06,,,,,,,,,,,
16587-52-3,3-Methyldibenzothiophene,,,,,1.96,1.18,0,8,11.06,,,,,,,,,,,
521-74-4,5.7-Dibromo-8-hydroxyquinoline,,,,,1.91,1.3,0,8.01,11.06,,,,,,,,,,,
38444-86-9,PCB 33,,,,,1.77,1.33,0,8.01,11.06,,,,,,,,,,,
105-99-7,Dibutyl adipate,,,,,0.05,1.12,0,8.012,11.06,,,,,,,,,,,
605-45-8,Diisopropyl phthalate,,,,,0.69,1.22,0,8.027,11.06,,,,,,,,,,,
38444-85-8,PCB 22,,,,,1.77,1.33,0,8.03,11.06,,,,,,,,,,,
65611-33-8,Decyl trichloroacetate,,,,,0.25,0.72,0,8.033,11.06,,,,,,,,,,,
298-00-0,Parathion-methyl,,,,,1.44,1.2,0,8.07,11.06,,,,,,,,,,,
6418-43-5,3-Methylhexadecane,,,,,0,0,0,8.073,11.06,,,,,,,,,,,
90-47-1,9-Xanthenone,,,,,1.64,1.8,0,8.074,11.06,,,,,,,,,,,
605-02-7,1-Phenylnaphthalene,,,,,2.1,1.27,0,8.08,11.06,,,,,,,,,,,
2303-16-4,Diallate,,,,,1,0.98,0,8.08,11.06,,,,,,,,,,,
629-65-2,Diheptylsulfide,,,,,0.32,0.38,0,8.08,11.06,,,,,,,,,,,
31317-07-4,1-Methyldibenzothiophene,,,,,1.95,1.18,0,8.084,11.06,,,,,,,,,,,
131-17-9,Diallyl phthalate,,,,,0.91,1.3,0,8.09,11.06,,,,,,,,,,,
60233-24-1,PCB 69,,,,,1.89,1.48,0,8.096,11.06,,,,,,,,,,,
38444-87-0,PCB 36,,,,,1.79,1.31,0,8.102,11.06,,,,,,,,,,,
124-06-1,Ethyl tetradecanoate,,,,,0,0.58,0,8.108,11.06,,,,,,,,,,,
89816-99-9,4-Ethyldibenzothiophene,,,,,1.96,1.18,0,8.114,11.06,,,,,,,,,,,
41464-47-5,PCB 46,,,,,1.87,1.48,0,8.116,11.06,,,,,,,,,,,
142-90-5,Dodecyl methacrylate,,,,,0.13,0.49,0,8.117,11.06,,,,,,,,,,,
18787-63-8,Hexadecan-2-one,,,,,0.1,0.68,0,8.117,11.06,,,,,,,,,,,
1207-12-1,4.6-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.133,11.06,,,,,,,,,,,
2721-23-5,g-Tetradecalactone,,,,,0.26,1.44,0,8.136,11.06,,,,,,,,,,,
70362-46-8,PCB 43,,,,,1.9,1.48,0,8.139,11.06,,,,,,,,,,,
38444-88-1,PCB 39,,,,,1.8,1.31,0,8.14,11.06,,,,,,,,,,,
519-73-3,Triphenylmethane,,,,,1.8,1.32,0,8.14,11.06,,,,,,,,,,,
88591-28-0,Propyl tridecanoate,,,,,-0.01,0.56,0,8.141,11.06,,,,,,,,,,,
35693-99-3,PCB 52,,,,,1.9,1.48,0,8.144,11.06,,,,,,,,,,,
32598-12-2,PCB 75,,,,,1.88,1.48,0,8.147,11.06,,,,,,,,,,,
66-71-7,1.10-Phenanthroline,,,,,1.97,1.89,0,8.152,11.06,,,,,,,,,,,
112-71-0,1-Bromotetradecane,,,,,0.32,0.4,0,8.169,11.06,,,,,,,,,,,
613-12-7,2-Methylanthracene,,,,,2.29,1.3,0,8.184,11.06,,,,,,,,,,,
41464-40-8,PCB 49,,,,,1.89,1.48,0,8.186,11.06,,,,,,,,,,,
638-59-5,Tetradecyl acetate,,,,,0.03,0.6,0,8.192,11.06,,,,,,,,,,,
89816-98-8,2-Ethyldibenzothiophene,,,,,1.96,1.18,0,8.195,11.06,,,,,,,,,,,
89816-75-1,2.6-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.198,11.06,,,,,,,,,,,
618-71-3,Ethyl 3.5-dinitrobenzoate,,,,,1.25,2.15,0,8.2,11.06,,,,,,,,,,,
70362-47-9,PCB 48,,,,,1.89,1.48,0,8.201,11.06,,,,,,,,,,,
4173-74-4,4-Acetyl-1-phenyl-3-methyl-5-pyrazolone,,,,,1.54,1.35,0,8.215,11.06,,,,,,,,,,,
86-28-2,9-Ethylcarbazole,,,,,1.53,1.4,0,8.216,11.06,,,,,,,,,,,
72-20-8,Endrin,,,,,2.09,1.57,0,8.216,11.06,,,,,,,,,,,
629-78-7,n-Heptadecane,,,,,0,0,0,8.218,11.06,,,,,,,,,,,
53555-66-1,PCB 38,,,,,1.8,1.31,0,8.223,11.06,,,,,,,,,,,
2437-79-8,PCB 47,,,,,1.88,1.48,0,8.227,11.06,,,,,,,,,,,
74338-23-1,PCB 73,,,,,1.9,1.48,0,8.227,11.06,,,,,,,,,,,
17455-13-9,18-Crown-6,,,,,0.4,1.47,0,8.228,11.06,,,,,,,,,,,
54230-22-7,PCB 62,,,,,1.89,1.48,0,8.228,11.06,,,,,,,,,,,
33284-54-7,PCB 65,,,,,1.89,1.48,0,8.228,11.06,,,,,,,,,,,
89817-03-8,3-Ethyldibenzothiophene,,,,,1.96,1.18,0,8.232,11.06,,,,,,,,,,,
7132-64-1,Methyl pentadecanoate,,,,,0.04,0.68,0,8.242,11.06,,,,,,,,,,,
56558-16-8,PCB 104,,,,,1.98,1.61,0,8.244,11.06,,,,,,,,,,,
1207-15-4,2.8-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.245,11.06,,,,,,,,,,,
2876-53-1,1-Hexylnaphthalene,,,,,1.29,0.74,0,8.246,11.06,,,,,,,,,,,
4862-03-7,1-Chloropentadecane,,,,,0.18,0.42,0,8.247,11.06,,,,,,,,,,,
94-50-8,Octyl benzoate,,,,,0.65,0.79,0,8.248,11.06,,,,,,,,,,,
613-15-0,2-Methylacridine,,,,,2.36,1.06,0,8.252,11.06,,,,,,,,,,,
131-16-8,dipropyl phthalate,,,,,0.71,1.28,0,8.271,11.06,,,,,,,,,,,
84-54-8,2-Methylanthraquinone,,,,,1.41,1.48,0,8.272,11.06,,,,,,,,,,,
1136-85-2,3.7-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.286,11.06,,,,,,,,,,,
31317-19-8,3.8-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.286,11.06,,,,,,,,,,,
832-71-3,3-Methylphenanthrene,,,,,2.06,1.25,0,8.286,11.06,,,,,,,,,,,
74472-33-6,PCB 59,,,,,1.91,1.48,0,8.29,11.06,,,,,,,,,,,
3902-71-4,Trioxsalen,,,,,1.5,1.5,0,8.29,11.06,,,,,,,,,,,
31317-42-7,1.8-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.293,11.06,,,,,,,,,,,
2531-84-2,2-Methylphenanthrene,,,,,2.06,1.25,0,8.307,11.06,,,,,,,,,,,
21339-65-1,1.4-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.308,11.06,,,,,,,,,,,
89816-70-6,1.6-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.309,11.06,,,,,,,,,,,
41464-39-5,PCB 44,,,,,1.9,1.48,0,8.312,11.06,,,,,,,,,,,
85-06-3,3-Methylbenzo[f]quinoline,,,,,1.88,0.98,0,8.314,11.06,,,,,,,,,,,
31613-04-4,3.6-Dimethyldibenzothiophene,,,,,1.96,1.18,0,8.318,11.06,,,,,,,,,,,
130-26-7,5-Chloro-7-iodo-8-hydroxyquinoline,,,,,2.07,1.22,0,8.33,11.06,,,,,,,,,,,
6048-82-4,Nonylphenylketone,,,,,0.75,0.95,0,8.33,11.06,,,,,,,,,,,
610-48-0,1-Methylanthracene,,,,,2.29,1.3,0,8.332,11.06,,,,,,,,,,,
629-80-1,Hexadecanal,,,,,0.1,0.65,0,8.34,11.06,,,,,,,,,,,
37680-69-6,PCB 35,,,,,1.8,1.31,0,8.341,11.06,,,,,,,,,,,
3603-99-4,Cyclotetradecanone,,,,,0.65,0.86,0,8.344,11.06,,,,,,,,,,,
52663-58-8,PCB 64,,,,,1.89,1.48,0,8.348,11.06,,,,,,,,,,,
