CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,C,H,O,N,S,F,Cl,Br,I,Si
68194-08-1,PCB 150,,,,,2.13,1.74,0,8.916,,12,4,0,0,0,0,6,0,0,0
68194-09-2,PCB 152,,,,,2.14,1.74,0,8.947,,12,4,0,0,0,0,6,0,0,0
68194-10-5,PCB 113,,,,,2.05,1.61,0,8.909,,12,5,0,0,0,0,5,0,0,0
68194-11-6,PCB 117,,,,,2.04,1.61,0,8.86,,12,5,0,0,0,0,5,0,0,0
68194-12-7,PCB 120,,,,,2.07,1.59,0,9.143,,12,5,0,0,0,0,5,0,0,0
68194-13-8,PCB 147,,,,,2.16,1.74,0,9.182,,12,4,0,0,0,0,6,0,0,0
68194-14-9,PCB 144,,,,,2.16,1.74,0,9.124,,12,4,0,0,0,0,6,0,0,0
68194-15-0,PCB 143,,,,,2.16,1.74,0,9.475,,12,4,0,0,0,0,6,0,0,0
68194-16-1,PCB 173,,,,,2.31,1.87,0,10.092,,12,3,0,0,0,0,7,0,0,0
68194-17-2,PCB 198,,,,,2.46,2,0,10.583,,12,2,0,0,0,0,8,0,0,0
68-22-4,Norethisterone,,,,,1.75,2.84,0.44,12.77,,20,26,1,0,0,0,0,0,0,0
683-19-2,Dioctylphosphinic acid,,,,,0.23,0.43,0.67,9.63,,,,,,,,,,,
68-35-9,Sulfadiazine,,,,,2.08,2.55,0.65,10.504,,10,10,2,4,1,0,0,0,0,0
68373-14-8,Sulbactam,,,,,1.16,2.23,0.81,8.145,,,,,,,,,,,
68384-16-7,N-p-Chlorophenyl-4-bromobenzohydroxamic acid,,,,,2.11,1.53,0.32,10.3,,13,9,2,1,0,0,1,1,0,0
68-41-7,Cycloserine,,,,,0.82,1.2,0.48,3.85,,3,6,2,2,0,0,0,0,0,0
68443-63-0,Butyl 2-ethylhexanoate,,,,,0.04,0.53,0,6.166,,12,24,2,0,0,0,0,0,0,0
6846-50-0,2.2.4-Trimethylpentane-1.3-diol diisobutyrate,,,,,0.05,1.1,0,8.975,,16,30,4,0,0,0,0,0,0,0
68515-50-4,Diisohexyl phthalate,,,,,0.66,1.25,0,10.89,,,,,,,,,,,
685-91-6,N.N-Diethylacetamide,,,,,0.32,1.3,0,4.49,,6,13,1,1,0,0,0,0,0,0
6863-58-7,Di-sec-butylether,,,,,0,0.18,0,3.778,,8,18,1,0,0,0,0,0,0,0
68641-85-0,Naproxen isopropyl ester,,,,,1.43,1.6,0,10.14,,,,,,,,,,,
6876-13-7,Z-Pinane,,,,,0.42,0.12,0,4.534,,10,18,0,0,0,0,0,0,0,0
6876-23-9,Trans-1.2-dimethylcyclohexane,,,,,0.23,0.2,0,3.728,,8,16,0,0,0,0,0,0,0,0
68777-67-3,4-Pentadecylaniline,,,,,0.86,0.97,0.23,11.181,,,,,,,,,,,
68792-12-1,3-Isopropoxyphenol,,,,,0.8,1.18,0.56,5.84,,,,,,,,,,,
6881-94-3,Diethylene glycol propyl ether,,,,,0.2,0.72,0.2,4.64,,7,16,3,0,0,0,0,0,0,0
688-74-4,Tributylborate,,,,,-0.23,0.64,0,6.808,,12,1,3,0,0,0,0,0,0,0
68-88-2,Hydroxyzine,,,,,2,2.16,0.1,13.88,,21,27,2,2,0,0,1,0,0,0
689-12-3,Isopropyl acrylate,,,,,0.16,0.59,0,2.95,,6,10,2,0,0,0,0,0,0,0
68-94-0,Hypoxanthine,,,,,1.28,1.09,0.65,5.01,,5,4,1,4,0,0,0,0,0,0
691-37-2,4-Methypent-1-ene,,,,,0.07,0.08,0,2.418,,6,12,0,0,0,0,0,0,0,0
691-38-3,cis-4-Methylpent-2-ene,,,,,0.1,0.08,0,2.444,,6,12,0,0,0,0,0,0,0,0
6915-15-7,Malic acid,,,,,0.61,1.47,1.1,4.707,,4,6,5,0,0,0,0,0,0,0
6920-22-5,Hexan-1.2-diol,,,,,0.33,0.9,0.58,4.306,,6,14,2,0,0,0,0,0,0,0
6924-68-1,2-Carbethoxypyrazine,,,,,0.73,1.59,0,5.45,,,,,,,,,,,
693-02-7,Hex-1-yne,,,,,0.17,0.22,0.1,2.51,,6,10,0,0,0,0,0,0,0,0
693-09-4,1.1.1-Trifluoroheptane,,,,,-0.33,0.19,0,2.899,,7,13,0,0,0,3,0,0,0,0
6931-16-4,2-Methoxyquinoline,,,,,1.41,1.15,0,5.844,,10,9,1,1,0,0,0,0,0,0
693-54-9,Decan-2-one,,,,,0.11,0.68,0,5.245,,10,20,1,0,0,0,0,0,0,0
693-58-3,1-Bromononane,,,,,0.34,0.4,0,5.647,,9,19,0,0,0,0,0,1,0,0
6936-40-9,2.3.5.6-Tetrachloroanisole,,,,,1.3,0.92,0,6.798,,7,4,1,0,0,0,4,0,0,0
693-65-2,Dipentyl ether,,,,,0,0.25,0,4.875,,10,22,1,0,0,0,0,0,0,0
693-67-4,1-Bromoundecane,,,,,0.33,0.4,0,6.656,,11,23,0,0,0,0,0,1,0,0
693-89-0,1-Methylcyclopentene,,,,,0.33,0.2,0,2.864,,6,10,0,0,0,0,0,0,0,0
6940-78-9,1-Bromo-4-chlorobutane,,,,,0.57,0.82,0,4.007,,4,8,0,0,0,0,1,1,0,0
694-52-0,4-Fluoropyridine,,,,,0.5,0.77,0,2.934,,5,4,0,1,0,1,0,0,0,0
694-59-7,pyridine N-oxide,,,,,0.66,0.99,0.38,3.549,,5,5,1,1,0,0,0,0,0,0
694-80-4,o-chlorobromobenzene,,,,,1.03,0.86,0,5.006,,6,4,0,0,0,0,1,1,0,0
694-83-7,1.2-Diaminocyclohexane,,,,,0.55,0.98,0.38,4.47,,6,14,0,2,0,0,0,0,0,0
694-85-9,N-Methyl-2-pyridone,,,,,0.91,1.1,0,4.334,,6,7,1,1,0,0,0,0,0,0
694-91-7,5-Methylene-2-norbornene,,,,,0.54,0.32,0,3.566,,8,10,0,0,0,0,0,0,0,0
695-06-7,g-Hexanolactone,,,,,0.34,1.4,0,4.066,,6,10,2,0,0,0,0,0,0,0
695-12-5,Vinylcyclohexane,,,,,0.35,0.2,0,3.766,,8,14,0,0,0,0,0,0,0,0
69-53-4,Ampicillin,,,,,2.48,2.99,0.81,13.86,,,,,,,,,,,
69537-82-2,Ethoxy-sec.-butyloxymethane,,,,,0,0.41,0,3.609,,,,,,,,,,,
695-98-7,2.3.5-Trimethylpyridine,,,,,0.69,0.78,0,4.524,,8,11,0,1,0,0,0,0,0,0
696-29-7,Isopropylcyclohexane,,,,,0.28,0.07,0,4.292,,9,18,0,0,0,0,0,0,0,0
696-30-0,4-Isopropylpyridine,,,,,0.63,0.76,0,4.443,,8,11,0,1,0,0,0,0,0,0
696-44-6,3-Methyl-N-methylaniline,,,,,0.94,1,0.17,4.917,,8,11,0,1,0,0,0,0,0,0
69655-05-6,2.3-dideoxyinosine (didanosine),,,,,1.81,1.87,0.58,8.99,,,,,,,,,,,
69-65-8,Mannitol,,,,,1.25,2.42,0.9,7.82,,6,14,6,0,0,0,0,0,0,0
696-59-3,2.5-Dimethoxytetrahydrofuran,,,,,0.21,0.91,0,3.76,,6,12,3,0,0,0,0,0,0,0
696-62-8,4-Iodoanisole,,,,,1.29,0.99,0,5.616,,7,7,1,0,0,0,0,0,1,0
696-71-9,Cyclooctanol,,,,,0.57,0.54,0.27,4.641,,8,16,1,0,0,0,0,0,0,0
6969-90-0,N.N-Dimethylphenylcarbamate,,,,,0.85,1.51,0,6.18,,9,11,2,1,0,0,0,0,0,0
6971-38-6,2-Methyl-4-nitrosophenol,,,,,0.91,0.74,0.52,4.7,,,,,,,,,,,
69-72-7,2-Hydroxybenzoic acid,,,,,0.9,0.85,0.73,4.732,,7,6,3,0,0,0,0,0,0,0
6975-98-0,2-Methyldecane,,,,,0,0,0,4.981,,11,24,0,0,0,0,0,0,0,0
697-82-5,2.3.5-Trimethylphenol,,,,,0.86,0.76,0.51,5.334,,9,12,1,0,0,0,0,0,0,0
69782-90-7,PCB 157,,,,,2.21,1.72,0,10.273,,12,4,0,0,0,0,6,0,0,0
69782-91-8,PCB 193,,,,,2.34,1.87,0,10.365,,12,3,0,0,0,0,7,0,0,0
698-01-1,2-Chloro-N.N-dimethylaniline,,,,,1.02,0.7,0,5.11,,,,,,,,,,,
69806-34-4,Haloxyfop,,,,,1.27,1.8,0.7,10.48,,,,,,,,,,,
698-71-5,3-Methyl-5-ethylphenol,,,,,0.82,0.85,0.57,5.215,,9,12,1,0,0,0,0,0,0,0
69-89-6,Xanthine,,,,,1.39,1.47,0.9,5.917,,5,4,2,4,0,0,0,0,0,0
699-25-2,3.5-Diethylpyridine,,,,,0.67,0.81,0,4.87,,,,,,,,,,,
700-12-9,Pentamethylbenzene,,,,,0.85,0.66,0,5.798,,11,16,0,0,0,0,0,0,0,0
700-38-9,5-methyl-2-nitrophenol,,,,,1.03,1.05,0.05,5.25,,7,7,3,1,0,0,0,0,0,0
7005-72-3,4-Chlorodiphenylether,,,,,1.35,1.17,0,7.21,,12,9,1,0,0,0,1,0,0,0
700-58-3,2-Adamantanone,,,,,0.92,1.3,0,5.707,,10,14,1,0,0,0,0,0,0,0
70090-28-7,2-Propoxypyrazine,,,,,0.7,0.82,0,4.675,,,,,,,,,,,
70-11-1,Phenacyl bromide,,,,,1.06,1.44,0,6,,8,7,1,0,0,0,0,1,0,0
7012-37-5,PCB 28,,,,,1.76,1.33,0,7.904,,12,7,0,0,0,0,3,0,0,0
701-34-8,4-Bromobenzenesulfonamide,,,,,1.4,1.55,0.67,7.016,,6,6,2,1,1,0,0,1,0,0
70192-61-9,1.1.2.2.3-Pentafluoro-3.3-dibromopropane,,,,,0.17,0.52,0.09,3.246,,,,,,,,,,,
70192-64-2,1.2.2.3-Tetrafluoro-1-chloro-1-bromopropane,,,,,0.04,0.63,0.02,2.905,,,,,,,,,,,
70192-65-3,1.2.2.3-Tetrafluoro-1-chloro-3-bromopropane,,,,,0.04,0.68,0.1,3,,,,,,,,,,,
70192-70-0,1.2.2-Trifluoro-3.3-dichloropropane,,,,,-0.09,0.88,0.02,2.713,,,,,,,,,,,
70258-18-3,2-Chloro-5-chloromethylpyridine,,,,,0.89,0.91,0,4.827,,,,,,,,,,,
70341-81-0,1.2.2.3-Tetrafluoro-1.3-dichloropropane,,,,,0.18,0.68,0.1,2.51,,,,,,,,,,,
70-34-8,2.4-Dinitrofluorobenzene,,,,,1.01,1.69,0,5.77,,6,3,4,2,0,1,0,0,0,0
70362-41-3,PCB 108,,,,,2.04,1.59,0,9.349,,12,5,0,0,0,0,5,0,0,0
70362-45-7,PCB 45,,,,,1.87,1.48,0,7.966,,12,6,0,0,0,0,4,0,0,0
70362-46-8,PCB 43,,,,,1.9,1.48,0,8.139,,12,6,0,0,0,0,4,0,0,0
70362-47-9,PCB 48,,,,,1.89,1.48,0,8.201,,12,6,0,0,0,0,4,0,0,0
70362-48-0,PCB 76,,,,,1.91,1.46,0,8.709,,,,,,,,,,,
70362-49-1,PCB 78,,,,,1.94,1.44,0,9.039,,,,,,,,,,,
70362-50-4,PCB 81,,,,,1.94,1.44,0,9.084,,12,6,0,0,0,0,4,0,0,0
70374-39-9,Lornoxicam,,,,,2.63,2.88,0.65,13.43,,,,,,,,,,,
70424-67-8,PCB 57,,,,,1.93,1.46,0,8.47,,,,,,,,,,,
70424-68-9,PCB 107,,,,,2.07,1.59,0,9.334,,,,,,,,,,,
70424-69-0,PCB 106,,,,,2.07,1.59,0,9.329,,,,,,,,,,,
70424-70-3,PCB 124,,,,,2.07,1.59,0,9.367,,12,5,0,0,0,0,5,0,0,0
7045-71-8,2-Methylundecane,,,,,-0.02,0,0,5.448,,12,26,0,0,0,0,0,0,0,0
70458-92-3,Pefloxacin,,,,,2.03,2.73,0.29,12.96,,,,,,,,,,,
70458-96-7,Norfloxacin,,,,,1.98,2.5,0.05,11.85,,16,18,3,3,0,1,0,0,0,0
70-55-3,4-Methylbenzenesulfonamide,,,,,1.13,1.54,0.56,6.501,,7,9,2,1,1,0,0,0,0,0
70585-35-2,Triadimenol A,,,,,1.6,1.58,0.26,10.51,,,,,,,,,,,
706-14-9,g-Decanolactone,,,,,0.3,1.44,0,6.069,,10,18,2,0,0,0,0,0,0,0
706-31-0,t-t-c-Cyclododeca-1.5.9-triene,,,,,0.76,0.44,0,6.055,,12,18,0,0,0,0,0,0,0,0
7068-83-9,N-Nitrosomethylbutylamine,,,,,0.34,1.07,0,4.159,,5,12,1,2,0,0,0,0,0,0
70688-47-0,1.4-Dimethylcyclohexene,,,,,0.35,0.16,0,3.773,,8,14,0,0,0,0,0,0,0,0
70-70-2,4-Hydroxypropriophenone,,,,,1,1.3,0.77,6.11,,9,10,2,0,0,0,0,0,0,0
70794-32-0,Pentyl heptyl phthalate,,,,,0.67,1.29,0,11.11,,,,,,,,,,,
7085-85-0,Ethyl 2-cyano-2-propenoic acid,,,,,0.35,0.9,0,3.87,,,,,,,,,,,
7087-68-5,Diisopropylethylamine,,,,,0.08,0.06,0,3.89,,8,19,0,1,0,0,0,0,0,0
7094-34-0,3.3'-Dichlorobenzophenone,,,,,1.65,1.58,0,8.76,,,,,,,,,,,
71125-38-7,Meloxicam,,,,,2.6,2.42,0.48,13.251,,14,13,4,3,1,0,0,0,0,0
7116-95-2,4-Isopropylbiphenyl,,,,,1.33,0.93,0,7.362,,15,16,0,0,0,0,0,0,0,0
712-50-5,Cyclohexylphenylketone,,,,,1,1.28,0,7.221,,13,16,1,0,0,0,0,0,0,0
71-30-7,Cytosine,,,,,1.3,1.14,0.6,4.723,,4,5,1,3,0,0,0,0,0,0
7132-64-1,Methyl pentadecanoate,,,,,0.04,0.68,0,8.242,,16,32,2,0,0,0,0,0,0,0
713-36-0,2-Methyldiphenylmethane,,,,,1.22,1.01,0,6.812,,14,14,0,0,0,0,0,0,0,0
71-36-3,Butan-1-ol,,,,,0.22,0.42,0.37,2.601,,4,10,1,0,0,0,0,0,0,0
713-68-8,3-Phenoxyphenol,,,,,1.41,1.36,0.55,7.55,,12,10,2,0,0,0,0,0,0,0
71-41-0,Pentan-1-ol,,,,,0.22,0.42,0.37,3.106,,5,12,1,0,0,0,0,0,0,0
71-43-2,Benzene,,,,,0.61,0.52,0,2.786,,6,6,0,0,0,0,0,0,0,0
7145-20-2,2.3-Dimethylhex-2-ene,,,,,0.14,0.11,0,3.629,,8,16,0,0,0,0,0,0,0,0
7146-60-3,2.3-Dimethyloctane,,,,,0,0,0,4.401,,10,22,0,0,0,0,0,0,0,0
7146-68-1,4-Amino-4'-chlorodiphenylsulfone,,,,,1.99,2.5,0.5,10.62,,,,,,,,,,,
7149-70-4,2-Bromo-5-nitrotoluene,,,,,1.19,1.29,0,6.07,,,,,,,,,,,
7151-68-0,3-Methoxy-4-methylbenzoic acid,,,,,0.85,1,0.61,5.817,,9,10,3,0,0,0,0,0,0,0
7154-79-2,2.2.3.3-Tetramethylpentane,,,,,0,0,0,3.88,,9,20,0,0,0,0,0,0,0,0
71-55-6,1.1.1-Trichloroethane,,,,,0.37,0.41,0,2.733,,2,3,0,0,0,0,3,0,0,0
716-53-0,9-Chloroanthracene,,,,,2.4,1.4,0,9.074,,14,9,0,0,0,0,1,0,0,0
717-74-8,1.3.5-Triisopropylbenzene,,,,,0.63,0.4,0,6.025,,15,24,0,0,0,0,0,0,0,0
71939-50-9,Dihydroartimisinin,,,,,1.21,1.36,0.31,9.301,,,,,,,,,,,
71963-77-4,b-Artemether,,,,,1.05,1.25,0,9.574,,16,26,5,0,0,0,0,0,0,0
719-79-9,1.1-Diphenylbutane,,,,,1.27,1.04,0,7.44,,16,18,0,0,0,0,0,0,0,0
71990-00-6,Bremazocine,,,,,1.8,1.51,0.92,12.1,,,,,,,,,,,
72-14-0,Sulfathiazole,,,,,2.11,2.5,0.68,10.18,,9,9,2,3,2,0,0,0,0,0
721-50-6,Prilocaine,,,,,1.02,1.42,0.39,8.56,,13,20,1,2,0,0,0,0,0,0
72-20-8,Endrin,,,,,2.09,1.57,0,8.216,,12,8,1,0,0,0,6,0,0,0
723-46-6,Sulfamethoxazole,,,,,1.89,2.23,0.58,9.76,,10,11,3,3,1,0,0,0,0,0
723-62-6,9-Anthroic acid,,,,,2.2,1.73,0.59,9.46,,15,10,2,0,0,0,0,0,0,0
7239-24-9,N.N-Dimethylisobutylamine,,,,,0.04,0.18,0,3.012,,6,15,0,1,0,0,0,0,0,0
72-43-5,Methoxychlor,,,,,1.59,2.09,0,10.844,,16,15,2,0,0,0,3,0,0,0
72-48-0,Alizarin,,,,,2.15,2.04,0.88,9.88,,14,8,4,0,0,0,0,0,0,0
72490-01-8,fenoxycarb,,,,,1.31,2,0.11,10.96,,17,19,4,1,0,0,0,0,0,0
72509-76-3,Felodipine,,,,,1.56,1.71,0.13,12.22,,18,19,4,1,0,0,2,0,0,0
72-54-8,p.p'-DDD,,,,,1.76,1.71,0.02,9.86,,14,10,0,0,0,0,4,0,0,0
72-55-9,p.p'-DDE,,,,,1.8,1.4,0.06,9.73,,14,8,0,0,0,0,4,0,0,0
72-56-0,DDD. -ethyl (Perthane),,,,,1.5,1.39,0.02,10.66,,18,20,0,0,0,0,2,0,0,0
72-63-9,Methandienone,,,,,1.45,2.37,0.31,12.157,,20,28,2,0,0,0,0,0,0,0
72-69-5,Nortriptyline,,,,,1.9,1.5,0.05,10.84,,19,21,0,1,0,0,0,0,0,0
72702-95-5,JG-13,,,,,2.56,2.11,0.6,12.82,,,,,,,,,,,
72-80-0,2-Methyl-5.7-dichloro-8-hydroxyquinoline,,,,,1.56,1.1,0,7.42,,10,7,1,1,0,0,2,0,0,0
728-40-5,2.6-di-tert-butyl-4-nitrophenol,,,,,1.05,1.75,0.45,9.53,,,,,,,,,,,
7287-19-6,Prometryn,,,,,1.43,1.23,0.17,8.964,,10,19,0,5,1,0,0,0,0,0
7289-52-3,Methyldecylether,,,,,0.04,0.25,0,5.576,,11,24,1,0,0,0,0,0,0,0
72937-55-4,Z-Calamenene,,,,,0.86,0.56,0,6.975,,15,22,0,0,0,0,0,0,0,0
7295-76-3,3-Methoxypyridine,,,,,0.68,0.94,0,4.29,,6,7,1,1,0,0,0,0,0,0
729-81-7,1.3.5-Tris(trifluoromethyl)benzene,,,,,-0.29,-0.01,0,3.077,,9,3,0,0,0,9,0,0,0,0
7299-91-4,Butyl crotonate,,,,,0.2,0.64,0,4.5,,8,14,2,0,0,0,0,0,0,0
729-99-7,Sulfamoxole,,,,,1.9,2.55,0.55,10.57,,11,13,3,3,1,0,0,0,0,0
7307-02-0,Heptan-2.4-dione,,,,,0.41,0.67,0.09,4.256,,7,12,2,0,0,0,0,0,0,0
7307-55-3,Undecylamine,,,,,0.18,0.35,0.16,6.124,,11,25,0,1,0,0,0,0,0,0
7309-43-5,Butylisopropylsulfide,,,,,0.34,0.33,0,4.26,,7,16,0,0,1,0,0,0,0,0
7318-67-4,cis-Hexa-1.4-diene,,,,,0.24,0.15,0,2.581,,6,10,0,0,0,0,0,0,0,0
7319-00-8,trans-Hexa-1.4-diene,,,,,0.24,0.15,0,2.564,,6,10,0,0,0,0,0,0,0,0
73209-42-4,E-Calamenene,,,,,0.86,0.56,0,6.932,,15,22,0,0,0,0,0,0,0,0
73-24-5,adenine,,,,,1.66,2.15,1.03,6.79,,5,5,0,5,0,0,0,0,0,0
73-31-4,Melatonin,,,,,1.6,2.33,0.84,10.17,,13,16,2,2,0,0,0,0,0,0
7336-27-8,Isopentyl methacrylate,,,,,0.13,0.54,0,4.533,,9,16,2,0,0,0,0,0,0,0
73-40-5,Guanine,,,,,1.8,1.46,0.97,6.566,,5,5,1,5,0,0,0,0,0,0
73464-47-8,?-Gurjunene,,,,,0.78,0.23,0,6.792,,,,,,,,,,,
73575-52-7,PCB 68,,,,,1.92,1.46,0,8.464,,12,6,0,0,0,0,4,0,0,0
73575-53-8,PCB 67,,,,,1.92,1.46,0,8.532,,12,6,0,0,0,0,4,0,0,0
73575-54-9,PCB 96,,,,,1.99,1.61,0,8.435,,12,5,0,0,0,0,5,0,0,0
73575-55-0,PCB 94,,,,,2.02,1.61,0,8.608,,12,5,0,0,0,0,5,0,0,0
73575-56-1,PCB 93,,,,,2.02,1.61,0,8.478,,12,5,0,0,0,0,5,0,0,0
73575-57-2,PCB 89,,,,,2.01,1.61,0,8.855,,12,5,0,0,0,0,5,0,0,0
73590-85-9,Omeprazole sulfide,,,,,2.5,2.11,0.35,13.24,,,,,,,,,,,
7359-72-0,2.3.4-Trichlorotoluene,,,,,1.08,0.87,0,5.98,,7,5,0,0,0,0,3,0,0,0
7361-61-7,Xylazine,,,,,1.55,1.22,0.1,8.47,,,,,,,,,,,
7364-19-4,1-Ethyl-4-tert.-butylbenzene,,,,,0.64,0.5,0,5.45,,12,18,0,0,0,0,0,0,0,0
7370-42-5,g-Pentadecalactone,,,,,0.25,1.44,0,8.59,,,,,,,,,,,
7372-88-5,4-Methyldibenzothiophene,,,,,1.95,1.18,0,7.908,,13,10,0,0,1,0,0,0,0,0
7373-13-9,Octadecan-2-one,,,,,0.09,0.68,0,9.083,,18,36,1,0,0,0,0,0,0,0
7385-78-6,3.4-Dimethylpent-1-ene,,,,,0.09,0.08,0,2.852,,7,14,0,0,0,0,0,0,0,0
738-70-5,Trimethoprim,,,,,1.89,2.5,0.21,11.64,,14,18,3,4,0,0,0,0,0,0
7397-06-0,1.2-Dimethyl-4-tert.-butylbenzene,,,,,0.69,0.56,0,5.461,,12,18,0,0,0,0,0,0,0,0
739-71-9,Trimipramine,,,,,1.84,1.55,0,11.86,,20,26,0,2,0,0,0,0,0,0
7400-08-0,4-Hydroxycinnamic acid,,,,,1.33,1.39,0.87,6.741,,9,8,3,0,0,0,0,0,0,0
74011-58-8,Enoxacin,,,,,2.06,2.34,0.6,11.87,,,,,,,,,,,
74082-06-7,Isobutyl 2-ethylbutanoate,,,,,0.04,0.47,0,4.8,,10,20,2,0,0,0,0,0,0,0
74-11-3,4-Chlorobenzoic acid,,,,,0.84,1.02,0.63,4.947,,7,5,2,0,0,0,1,0,0,0
7421-93-4,Endrin aldehyde,,,,,2.29,1.4,0,10.34,,12,8,1,0,0,0,6,0,0,0
74304-03-3,2.5-Dimethyl-4-ethylpyridine,,,,,0.69,0.79,0,5.043,,9,13,0,1,0,0,0,0,0,0
74338-23-1,PCB 73,,,,,1.9,1.48,0,8.227,,12,6,0,0,0,0,4,0,0,0
74338-24-2,PCB 55,,,,,1.92,1.46,0,8.717,,12,6,0,0,0,0,4,0,0,0
74339-49-4,Undecyl trichloroacetate,,,,,0.25,0.72,0,8.549,,13,23,2,0,0,0,3,0,0,0
74339-50-7,Dodecyl trichloroacetate,,,,,0.25,0.72,0,9.069,,14,25,2,0,0,0,3,0,0,0
74339-53-0,Pentadecyl trichloroacetate,,,,,0.24,0.72,0,10.584,,17,31,2,0,0,0,3,0,0,0
74339-54-1,Hexadecyl trichloroacetate,,,,,0.24,0.72,0,11.508,,18,33,2,0,0,0,3,0,0,0
74409-39-5,3.4-Dimethyl-6-ethylpyridine,,,,,0.69,0.77,0,4.996,,,,,,,,,,,
74472-33-6,PCB 59,,,,,1.91,1.48,0,8.29,,12,6,0,0,0,0,4,0,0,0
74472-34-7,PCB 63,,,,,1.92,1.46,0,8.522,,,,,,,,,,,
74472-35-8,PCB 109,,,,,2.04,1.31,0,8.79,,12,5,0,0,0,0,5,0,0,0
74472-36-9,PCB 112,,,,,2.05,1.61,0,8.809,,,,,,,,,,,
74472-37-0,PCB 114,,,,,2.06,1.59,0,9.388,,12,5,0,0,0,0,5,0,0,0
74472-38-1,PCB 115,,,,,2.03,1.61,0,8.842,,12,5,0,0,0,0,5,0,0,0
74472-39-2,PCB 125,,,,,2.04,1.61,0,9.171,,,,,,,,,,,
74472-40-5,PCB 145,,,,,2.13,1.74,0,8.928,,,,,,,,,,,
74472-41-6,PCB 148,,,,,2.16,1.74,0,9.089,,,,,,,,,,,
74472-42-7,PCB 158,,,,,2.18,1.74,0,9.654,,12,4,0,0,0,0,6,0,0,0
74472-43-8,PCB 161,,,,,2.19,1.74,0,9.402,,12,4,0,0,0,0,6,0,0,0
74472-44-9,PCB 163,,,,,2.19,1.74,0,9.673,,12,4,0,0,0,0,6,0,0,0
74472-45-0,PCB 164,,,,,2.19,1.74,0,9.853,,,,,,,,,,,
74472-46-1,PCB 165,,,,,2.2,1.74,0,9.421,,12,4,0,0,0,0,6,0,0,0
74472-47-2,PCB 181,,,,,2.3,1.87,0,9.965,,12,3,0,0,0,0,7,0,0,0
74472-48-3,PCB 184,,,,,2.27,1.87,0,9.409,,,,,,,,,,,
74472-49-4,PCB 186,,,,,2.28,1.87,0,9.728,,12,3,0,0,0,0,7,0,0,0
74472-50-7,PCB 191,,,,,2.33,1.87,0,10.346,,,,,,,,,,,
74472-51-8,PCB 192,,,,,2.34,1.87,0,10.204,,12,3,0,0,0,0,7,0,0,0
74472-52-9,PCB 204,,,,,2.52,2,0,10.143,,12,2,0,0,0,0,8,0,0,0
74472-53-0,PCB 205,,,,,2.48,2,0,11.146,,12,2,0,0,0,0,8,0,0,0
74487-85-7,PCB 188,,,,,2.28,1.87,0,9.428,,12,3,0,0,0,0,7,0,0,0
7452-79-1,Ethyl 2-methylbutanoate,,,,,0.03,0.55,0,3.565,,7,14,2,0,0,0,0,0,0,0
74553-29-0,2.5-Dibromobenzaldehyde,,,,,1.4,1.25,0,6.352,,,,,,,,,,,
74-55-5,Ethambutol,,,,,0.52,1.21,0.75,7.55,,,,,,,,,,,
745-65-3,Prostaglandin E1,,,,,1.16,1.8,1.2,13.08,,,,,,,,,,,
7487-94-7,Mercury(II) chloride,,,,,1.25,1.97,0.5,4.765,,0,1,0,0,0,0,2,0,0,0
7493-81-4,Pentyl decyl phthalate,,,,,0.65,1.29,0,12.6,,,,,,,,,,,
74-95-3,Dibromomethane,,,,,0.71,0.69,0.11,2.886,,1,2,0,0,0,0,0,2,0,0
7495-77-4,4-Isopropoxyphenol,,,,,0.8,1.18,0.57,5.85,,,,,,,,,,,
74-97-5,Bromochloromethane,,,,,0.54,0.8,0.01,2.445,,1,2,0,0,0,0,1,1,0,0
75-03-6,Iodoethane,,,,,0.64,0.4,0,2.573,,2,5,0,0,0,0,0,0,1,0
75-11-6,Diiodomethane,,,,,1.2,0.69,0.05,3.857,,1,2,0,0,0,0,0,0,2,0
75-12-7,Formamide,,,,,0.47,1.31,0.64,2.447,,1,3,1,1,0,0,0,0,0,0
75128-73-3,Acyclovirnodiacetyl,,,,,2.29,2.48,0.64,12,,12,15,5,5,0,0,0,0,0,0
75-15-0,Carbon disulphide,,,,,0.88,0.26,0,2.37,,1,0,0,0,2,0,0,0,0,0
75-25-2,Tribromomethane,,,,,0.97,0.68,0.15,3.784,,1,1,0,0,0,0,0,3,0,0
75-26-3,2-Bromopropane,,,,,0.33,0.35,0,2.39,,3,7,0,0,0,0,0,1,0,0
75-27-4,Bromodichloromethane,,,,,0.59,0.69,0.1,2.891,,1,1,0,0,0,0,2,1,0,0
75-30-9,2-iodopropane,,,,,0.62,0.35,0,2.9,,3,7,0,0,0,0,0,0,1,0
75-33-2,2-Propanethiol,,,,,0.34,0.35,0,2.417,,3,8,0,0,1,0,0,0,0,0
754-10-9,Trimethylacetamide,,,,,0.34,1.26,0.56,4.14,,5,11,1,1,0,0,0,0,0,0
75438-57-2,Moxonidine,,,,,1.61,1.28,0.46,8.332,,,,,,,,,,,
75457-13-5,3-Methyl-8-hydroxyquinoline,,,,,1.4,1.11,0,6.35,,,,,,,,,,,
75-47-8,Triiodomethane,,,,,1.95,1.17,0.09,6.42,,1,1,0,0,0,0,0,0,3,0
7553-56-2,Iodine,,,,,1.22,0.63,0.28,3.036,,0,0,0,0,0,0,0,0,2,0
